Data Zone,Local Authority Code,Local Authority Name,Intermediate Geography name,Nearest settlement*,Total Population (SAPE 2010),"Best-fit Working Age Population** (men 16-64, women 16-60 SAPE 2010)",Overall SIMD 2012 Score,Overall SIMD 2012 Rank,Income domain 2012 rate (%),Number of Income Deprived People 2012,Income domain 2012 rank,Employment domain 2012 rate (%),Number of Employment Deprived People 2012 ,Employment domain 2012 rank,Health domain 2012 score,Health domain 2012 rank,"Education, Skills and Training domain 2012 score","Education, Skills and Training domain 2012 rank","Housing domain score 2004, 2006, 2009 & 2012","Housing domain rank 2004, 2006, 2009 & 2012",Geographic Access domain 2012 score,Geographic Access domain 2012 rank,SIMD Crime 2012 score,SIMD Crime 2012 rank
S01006018,380,South Lanarkshire,"South Lanarkshire - Halfway, Hallside and Drumsagard",Glasgow,1045,679,8.95,4964,6,65,4742,7,45,4616,-0.96,5622,-0.44,4397,5.4,5819,30.29,1584,88,5592
S01006019,380,South Lanarkshire,South Lanarkshire - Westburn and Newton,Glasgow,1270,822,24.66,2128,16,210,2175,17,135,1942,0.77,1252,0.07,3018,18.42,2613,3.62,5677,662,1162
S01006020,380,South Lanarkshire,South Lanarkshire - Burnside and Springhall,Glasgow,789,467,4.87,5968,4,35,5470,4,20,5595,-0.2,3746,-1.14,5864,6.46,5634,6.73,5024,78,5724
S01006021,380,South Lanarkshire,South Lanarkshire - Uddingston and Gardenside,Glasgow,1047,638,11.02,4491,10,100,3682,8,55,3994,-0.01,3261,-0.6,4791,15.32,3397,4.33,5509,207,4052
S01006022,380,South Lanarkshire,South Lanarkshire - Spittal,Glasgow,534,361,37.4,1081,27,145,782,22,80,1156,0.55,1754,0.91,1065,31.6,1003,9.18,4495,777,843
S01006023,380,South Lanarkshire,South Lanarkshire - Cambuslang Central,Glasgow,705,475,2.61,6418,1,10,6452,4,20,5715,-0.86,5436,-1.66,6331,2.29,6357,11.56,4026,,6008
S01006024,380,South Lanarkshire,South Lanarkshire - Spittal,Glasgow,753,402,39.4,952,26,195,853,27,105,614,0.95,909,0.54,1907,25.56,1527,8.53,4614,384,2482
S01006025,380,South Lanarkshire,South Lanarkshire - Vicarland and Cairns,Glasgow,927,570,25.71,2007,16,150,2212,19,110,1521,0.71,1380,0.46,2091,20.61,2172,3.43,5721,246,3630
S01006026,380,South Lanarkshire,South Lanarkshire - Spittal,Glasgow,775,471,29.1,1673,21,165,1432,18,85,1686,0.77,1249,0.62,1684,25.32,1550,10.63,4205,119,5180
S01006027,380,South Lanarkshire,South Lanarkshire - High Crosshill,Glasgow,719,448,5.44,5825,6,40,4929,5,25,5177,-0.73,5145,-0.98,5652,9.59,4991,1.69,6132,291,3230
S01006028,380,South Lanarkshire,South Lanarkshire - Uddingston and Gardenside,Glasgow,629,417,12.82,4074,10,60,3695,11,45,3220,-0.62,4897,-0.42,4346,20.35,2230,1.86,6094,688,1075
S01006029,380,South Lanarkshire,South Lanarkshire - Cambuslang Central,Glasgow,780,494,7.53,5297,6,45,4815,9,45,3838,-0.7,5081,-0.87,5436,12.85,4103,1.8,6105,224,3868
S01006030,380,South Lanarkshire,South Lanarkshire - High Crosshill,Glasgow,893,539,4.87,5970,4,40,5441,6,30,5091,-0.58,4801,-1.27,6008,8.55,5224,3.33,5736,230,3819
S01006031,380,South Lanarkshire,"South Lanarkshire - Burgh, Eastfield and Silverbank",Glasgow,1337,854,19.69,2798,14,190,2624,14,120,2454,0.5,1896,0.07,3020,16.67,3053,9.31,4466,169,4527
S01006032,380,South Lanarkshire,South Lanarkshire - Uddingston and Gardenside,Glasgow,926,563,30.77,1535,18,170,1798,22,125,1104,0.93,946,0.34,2366,34.8,811,1.31,6227,525,1707
S01006033,380,South Lanarkshire,South Lanarkshire - Westburn and Newton,Glasgow,1143,768,14.25,3785,9,100,3966,7,55,4408,-0.7,5084,0.31,2435,19.14,2463,30.55,1569,514,1752
S01006034,380,South Lanarkshire,South Lanarkshire - Westburn and Newton,Glasgow,1599,1032,40.9,873,23,375,1144,24,245,913,1.09,687,1.35,396,29.44,1162,6.34,5111,462,2009
S01006035,380,South Lanarkshire,South Lanarkshire - Bankhead South,Glasgow,837,527,19.54,2827,12,105,3014,15,75,2329,0.19,2690,0.06,3041,23.04,1798,14.88,3428,405,2349
S01006036,380,South Lanarkshire,"South Lanarkshire - Halfway, Hallside and Drumsagard",Glasgow,2344,1577,10.76,4551,6,140,4853,6,100,4784,-0.77,5241,-0.17,3618,9.89,4912,39.13,1041,235,3765
S01006037,380,South Lanarkshire,South Lanarkshire - Bankhead South,Glasgow,882,574,16.04,3395,13,110,2977,12,70,3009,-0.11,3530,-0.03,3241,27.79,1292,10.28,4257,199,4147
S01006038,380,South Lanarkshire,South Lanarkshire - High Crosshill,Glasgow,787,449,10.75,4555,9,70,3956,8,35,4140,0.2,2679,-0.58,4738,9.64,4975,1.84,6100,253,3567
S01006039,380,South Lanarkshire,South Lanarkshire - Uddingston and Gardenside,Glasgow,844,497,15.47,3505,12,100,3142,11,55,3267,0.04,3099,-0.17,3612,18.25,2662,11.14,4092,345,2779
S01006040,380,South Lanarkshire,South Lanarkshire - Westburn and Newton,Glasgow,818,510,57.6,281,34,280,262,29,145,477,0.86,1059,1.67,141,26.41,1428,24.28,2163,1241,274
S01006041,380,South Lanarkshire,South Lanarkshire - Cambuslang Central,Glasgow,835,449,46.9,624,30,250,511,30,135,378,0.99,838,0.67,1584,30.73,1056,0.15,6484,951,529
S01006042,380,South Lanarkshire,"South Lanarkshire - Burgh, Eastfield and Silverbank",Glasgow,822,499,20.9,2618,14,120,2611,17,85,1935,0.19,2691,0.25,2573,18.53,2588,12.33,3882,149,4782
S01006043,380,South Lanarkshire,South Lanarkshire - Cambuslang Central,Glasgow,579,361,14.32,3769,12,70,3057,11,40,3290,0.19,2706,-0.42,4338,12.72,4140,2.67,5903,289,3250
S01006044,380,South Lanarkshire,South Lanarkshire - Shawfield and Clincarthill,Glasgow,911,489,19.64,2810,14,125,2717,12,60,2910,0.95,916,-0.66,4959,16.92,2976,3.11,5805,539,1648
S01006045,380,South Lanarkshire,South Lanarkshire - Uddingston and Gardenside,Glasgow,651,468,11.21,4440,9,55,3964,9,40,3968,-0.4,4312,-0.03,3258,21,2113,6.54,5064,175,4454
S01006046,380,South Lanarkshire,South Lanarkshire - Bankhead South,Glasgow,958,620,14.52,3726,11,100,3471,9,55,3856,-0.58,4794,0.49,2033,35.07,789,5.51,5260,437,2150
S01006047,380,South Lanarkshire,"South Lanarkshire - Burgh, Eastfield and Silverbank",Glasgow,710,426,31.97,1442,20,140,1602,22,95,1128,0.57,1704,0.87,1153,28.38,1235,16.79,3123,189,4279
S01006048,380,South Lanarkshire,"South Lanarkshire - Burgh, Eastfield and Silverbank",Glasgow,811,497,4.39,6073,5,40,5246,6,25,5057,-1.42,6234,-1.02,5706,7.13,5497,7.03,4948,113,5265
S01006049,380,South Lanarkshire,South Lanarkshire - Burnhill and Bankhead North,Glasgow,770,436,22.48,2373,19,150,1660,16,70,2135,0.3,2394,0,3187,14.19,3698,9.43,4433,186,4319
S01006050,380,South Lanarkshire,South Lanarkshire - Burnhill and Bankhead North,Glasgow,782,529,21.62,2497,16,125,2267,15,75,2343,0.35,2256,0.22,2662,20.44,2209,8.41,4640,431,2182
S01006051,380,South Lanarkshire,South Lanarkshire - Bankhead South,Glasgow,837,573,16.34,3341,13,105,2935,11,65,3187,-0.43,4399,0.15,2828,27.84,1283,11.82,3972,422,2237
S01006052,380,South Lanarkshire,"South Lanarkshire - Burgh, Eastfield and Silverbank",Glasgow,768,527,6.41,5580,6,45,4916,6,35,4725,-0.42,4384,-0.95,5580,19.18,2457,2.25,6015,120,5169
S01006053,380,South Lanarkshire,"South Lanarkshire - Burgh, Eastfield and Silverbank",Glasgow,808,493,11.44,4383,9,70,3952,8,40,4111,-0.02,3292,-0.37,4204,13.73,3859,14.24,3549,155,4715
S01006054,380,South Lanarkshire,South Lanarkshire - Shawfield and Clincarthill,Glasgow,707,488,11.21,4437,9,65,3830,9,45,3682,-0.46,4479,-0.18,3658,24.01,1683,1.71,6128,203,4109
S01006055,380,South Lanarkshire,"South Lanarkshire - Burgh, Eastfield and Silverbank",Glasgow,800,566,9.75,4794,7,55,4481,8,45,4164,-0.75,5214,-0.26,3907,19.16,2460,1.59,6161,589,1431
S01006056,380,South Lanarkshire,South Lanarkshire - Uddingston and Gardenside,Glasgow,999,610,4.87,5969,3,25,6138,4,25,5688,-1,5693,-0.88,5469,7.81,5361,25.11,2073,124,5113
S01006057,380,South Lanarkshire,South Lanarkshire - Shawfield and Clincarthill,Glasgow,700,447,37.31,1089,25,170,1002,21,95,1318,0.73,1328,1.17,626,41.2,574,0.63,6382,867,662
S01006058,380,South Lanarkshire,South Lanarkshire - Burnhill and Bankhead North,Glasgow,730,435,52.37,422,28,205,668,28,125,517,1.49,269,1.59,206,33.41,880,6.48,5078,722,969
S01006059,380,South Lanarkshire,South Lanarkshire - Farme Cross and Gallowflat North,Glasgow,767,423,36.08,1158,23,175,1194,25,105,803,0.83,1124,0.9,1095,27.61,1310,2.72,5891,255,3541
S01006060,380,South Lanarkshire,South Lanarkshire - Farme Cross and Gallowflat North,Glasgow,636,379,36.65,1128,26,170,818,22,85,1076,1.05,742,0.45,2110,25,1586,6.17,5139,462,2003
S01006061,380,South Lanarkshire,South Lanarkshire - Shawfield and Clincarthill,Glasgow,572,429,62.83,187,34,195,268,36,150,147,1.18,554,1.44,308,55.24,242,0.83,6330,2113,66
S01006062,380,South Lanarkshire,South Lanarkshire - Burnhill and Bankhead North,Glasgow,636,403,53.53,397,31,200,412,32,130,314,1.38,343,1.03,830,29.74,1138,3.78,5643,893,621
S01006063,380,South Lanarkshire,South Lanarkshire - Burnhill and Bankhead North,Glasgow,557,363,76.42,47,41,230,76,37,135,97,1.72,141,2.24,13,39.09,639,7.17,4914,1220,289
S01006064,380,South Lanarkshire,South Lanarkshire - Farme Cross and Gallowflat North,Glasgow,759,491,41.48,830,27,200,800,25,125,713,0.83,1110,0.95,1000,29.92,1121,1.21,6241,961,513
S01006065,380,South Lanarkshire,South Lanarkshire - Shawfield and Clincarthill,Glasgow,912,637,43.98,721,26,235,891,24,150,918,1.02,774,1.28,475,35.3,775,4.96,5381,1467,177
S01006066,380,South Lanarkshire,South Lanarkshire - Farme Cross and Gallowflat North,Glasgow,966,669,29.9,1607,20,190,1576,19,130,1594,0.6,1649,0.55,1891,37.4,693,8.01,4727,834,732
S01006067,390,Stirling,Stirling - Blane Valley,Strathblane,993,529,8.79,5002,3,30,5940,5,30,5300,-0.67,5017,-0.83,5348,5.13,5872,53.27,559,230,3817
S01006068,390,Stirling,Stirling - Blane Valley,Strathblane,537,294,13.8,3878,11,60,3267,12,35,3084,-0.44,4436,-0.28,3936,12.47,4204,16.67,3143,116,5229
S01006069,390,Stirling,Stirling - Blane Valley,Strathblane,855,472,6.13,5644,2,20,6265,3,15,6044,-1.42,6236,-1.42,6186,2.03,6387,47.37,714,277,3339
S01006070,390,Stirling,Stirling - Blane Valley,Killearn,671,365,7.48,5311,2,15,6306,4,15,5753,-1.79,6430,-0.88,5464,4.35,6016,58.73,447,247,3627
S01006071,390,Stirling,Stirling - Blane Valley,Killearn,914,503,4.53,6047,2,20,6169,3,20,6045,-1.03,5730,-1.71,6361,1.88,6399,33.26,1393,79,5705
S01006072,390,Stirling,Stirling - Strathendrick,Balfron,627,353,8.88,4982,5,30,5140,4,15,5807,-0.92,5528,-1.12,5837,6.43,5641,52.06,588,362,2644
S01006073,390,Stirling,Stirling - Blane Valley,Killearn,520,290,7.56,5289,7,35,4443,6,20,4964,-0.81,5340,-0.74,5140,12.3,4258,17.28,3053,139,4906
S01006074,390,Stirling,Stirling - Strathendrick,Balfron,695,398,10.17,4698,4,25,5670,5,20,5580,-1.55,6325,-0.88,5465,9.08,5110,81.04,101,89,5577
S01006075,390,Stirling,Stirling - Sauchenford,Plean,1085,703,37.61,1065,22,235,1352,24,165,911,0.92,971,1.17,613,18.6,2575,13.06,3749,343,2792
S01006076,390,Stirling,Stirling - Sauchenford,Plean,951,596,33.34,1327,21,205,1372,17,105,1837,0.64,1561,1.22,546,18.88,2517,20.61,2602,478,1921
S01006077,390,Stirling,Stirling - Sauchenford,Cowie,1149,712,22.79,2331,10,115,3612,12,85,2952,0.4,2148,0.66,1598,16.25,3154,49.32,657,468,1969
S01006078,390,Stirling,Stirling - Cambusbarron and Carron Vall,Stirling,1108,677,15.24,3556,9,95,3991,10,65,3639,-0.1,3482,-0.61,4813,9.83,4927,57.73,471,131,5029
S01006079,390,Stirling,Stirling - Bannockburn,Stirling,719,439,25.29,2056,16,115,2265,16,75,2013,0.64,1539,0.56,1854,15.96,3222,12.91,3778,488,1867
S01006080,390,Stirling,Stirling - Strathendrick,Balfron,1030,586,10.13,4708,9,95,3814,9,55,3853,-0.29,4020,-0.55,4676,9.21,5076,0.67,6374,260,3496
S01006081,390,Stirling,Stirling - Strathendrick,Drymen,733,431,9.29,4897,5,35,5358,5,25,5414,-1.22,6010,-0.96,5611,9.46,5025,63.02,347,169,4528
S01006082,390,Stirling,Stirling - Sauchenford,Cowie,883,510,37.58,1067,22,195,1282,21,110,1226,0.89,999,1.05,799,15.79,3269,33.27,1391,469,1963
S01006083,390,Stirling,Stirling - Strathendrick,Drymen,953,513,13.41,3957,8,80,4056,8,35,4293,0.17,2749,-0.86,5407,10.99,4620,39.05,1048,250,3597
S01006084,390,Stirling,Stirling - Sauchenford,Cowie,837,567,21.08,2590,12,100,3170,13,75,2699,0.35,2276,0.5,1997,22.79,1821,32.35,1452,160,4643
S01006085,390,Stirling,Stirling - Stirling East,Stirling,731,484,12.09,4237,12,85,3190,10,45,3605,-0.31,4066,-0.5,4538,6,5707,11.31,4066,99,5456
S01006086,390,Stirling,Stirling - Bannockburn,Stirling,866,603,15.95,3414,11,100,3282,11,65,3207,0.01,3185,0.22,2660,18.3,2646,14.55,3496,167,4553
S01006087,390,Stirling,Stirling - Bannockburn,Stirling,694,403,22.42,2386,14,100,2627,18,70,1799,0.14,2817,0.55,1874,9.42,5032,7.93,4747,462,2005
S01006088,390,Stirling,Stirling - Stirling East,Stirling,785,530,7.94,5203,4,30,5506,6,30,5045,-0.49,4573,-0.07,3364,9.98,4885,19.47,2747,92,5540
S01006089,390,Stirling,Stirling - Bannockburn,Stirling,632,391,26.54,1926,18,115,1843,19,75,1562,0.3,2397,0.58,1798,13.52,3918,4.89,5398,655,1186
S01006090,390,Stirling,Stirling - Bannockburn,Stirling,844,506,37.15,1099,22,190,1272,20,105,1447,0.79,1214,1.65,167,18.69,2558,7.53,4841,294,3207
S01006091,390,Stirling,Stirling - Strathendrick,Balfron,831,495,6.31,5610,3,30,5830,4,25,5612,-1.37,6187,-1.15,5876,4.29,6031,43.61,845,62,5950
S01006092,390,Stirling,Stirling - Bannockburn,Stirling,572,341,24.1,2194,17,95,2135,14,45,2421,0.34,2297,1.02,860,14.51,3603,2.92,5842,307,3087
S01006093,390,Stirling,Stirling - Bannockburn,Stirling,738,480,20.48,2676,15,110,2456,12,55,3059,0.33,2321,0.61,1723,12.62,4165,5.24,5320,545,1626
S01006094,390,Stirling,Stirling - Borestone,Stirling,824,473,25.47,2033,19,155,1760,18,85,1814,0.47,1953,0.29,2504,13.86,3811,12.3,3886,413,2289
S01006095,390,Stirling,Stirling - Stirling East,Stirling,967,573,11.36,4397,7,70,4404,6,40,4724,-0.13,3586,-0.3,4019,9.44,5027,28.86,1696,235,3764
S01006096,390,Stirling,Stirling - Borestone,Stirling,613,387,22.34,2394,13,80,2824,16,60,2188,0.02,3161,0.65,1627,32.11,969,14.56,3495,522,1722
S01006097,390,Stirling,Stirling - Borestone,Stirling,935,589,30.93,1513,20,190,1539,19,115,1561,0.9,996,0.75,1403,16.77,3022,7.62,4818,486,1880
S01006098,390,Stirling,Stirling - Borestone,Stirling,602,362,31.09,1499,17,105,1990,21,75,1287,1.04,755,0.55,1885,11.74,4405,5.75,5215,823,749
S01006099,390,Stirling,Stirling - Stirling East,Stirling,603,378,7.6,5272,3,20,5776,6,20,4982,-0.8,5310,-0.95,5578,4.15,6066,38.3,1091,171,4501
S01006100,390,Stirling,Stirling - Borestone,Stirling,471,265,61.16,209,37,170,176,32,85,304,0.97,880,1.55,234,21.19,2077,14.27,3543,2195,58
S01006101,390,Stirling,Stirling - Stirling East,Stirling,598,411,29.02,1683,18,105,1933,21,90,1223,1.02,784,0.24,2613,15.79,3269,9.52,4414,190,4263
S01006102,390,Stirling,Stirling - Borestone,Stirling,767,478,31.46,1472,20,150,1585,21,100,1361,0.73,1332,0.77,1351,13.96,3771,4.26,5527,836,730
S01006103,390,Stirling,Stirling - Stirling East,Stirling,645,467,9.1,4935,6,35,4969,8,40,4104,-0.75,5210,-0.53,4625,13.55,3907,23.69,2229,129,5059
S01006104,390,Stirling,Stirling - Stirling East,Stirling,740,412,28.84,1697,19,140,1718,22,90,1161,0.67,1483,0.12,2895,12.1,4312,5.08,5351,686,1080
S01006105,390,Stirling,Stirling - Borestone,Stirling,867,551,26.04,1978,19,160,1778,18,100,1703,0.41,2103,0.44,2138,9.18,5086,14.13,3575,394,2414
S01006106,390,Stirling,Stirling - Fallin,Fallin,785,504,20.6,2659,14,105,2797,13,70,2682,-0.03,3311,0.67,1577,12.46,4209,23.27,2281,290,3242
S01006107,390,Stirling,Stirling - Fallin,Fallin,671,423,27.38,1836,14,95,2584,16,65,2131,0.7,1404,1.09,725,19.23,2449,12.48,3860,524,1714
S01006108,390,Stirling,Stirling - Fallin,Fallin,877,615,34.88,1230,18,160,1840,19,120,1589,0.71,1379,1.47,288,23.41,1751,24.29,2161,424,2229
S01006109,390,Stirling,Stirling - Torbrex,Stirling,766,416,9.97,4743,8,60,4250,8,30,4169,0.09,2965,-0.9,5508,7.48,5431,6.57,5060,311,3066
S01006110,390,Stirling,Stirling - Fallin,Fallin,783,485,44.77,684,25,195,960,23,110,1014,1.07,704,1.76,103,19.26,2446,9.83,4357,622,1293
S01006111,390,Stirling,Stirling - Forthside,Stirling,933,487,18.03,3071,11,105,3232,15,75,2213,0.27,2466,0.08,2998,11.89,4357,8.09,4711,189,4287
S01006112,390,Stirling,Stirling - Stirling East,Stirling,696,507,11.31,4412,5,35,5268,7,40,4487,-0.14,3603,-0.34,4107,15.6,3327,27.31,1847,505,1797
S01006113,390,Stirling,Stirling - Torbrex,Stirling,900,464,4.58,6035,3,30,5841,5,20,5578,-1.11,5854,-1.08,5781,2.28,6361,23.43,2262,,6154
S01006114,390,Stirling,Stirling - Forthside,Stirling,722,421,25.38,2040,16,115,2240,18,75,1735,0.44,2008,0.59,1778,18.56,2583,17.89,2962,229,3823
S01006115,390,Stirling,Stirling - Torbrex,Stirling,789,411,11.46,4379,6,50,4749,7,30,4398,-0.43,4405,-1.22,5960,4.12,6072,16.55,3163,1657,125
S01006116,390,Stirling,Stirling - Torbrex,Stirling,903,534,3.95,6187,1,15,6408,3,15,6101,-1.37,6189,-1.57,6287,3.32,6204,32.92,1416,57,6015
S01006117,390,Stirling,Stirling - Cambusbarron and Carron Vall,Stirling,865,502,18.69,2956,11,95,3301,12,60,2890,0.29,2418,0.28,2523,9.93,4897,27.74,1792,179,4398
S01006118,390,Stirling,Stirling - Western Villages,Kippen,600,344,12.38,4166,10,60,3613,10,35,3467,-0.75,5209,-0.88,5456,6.53,5622,34.56,1306,,5847
S01006119,390,Stirling,Stirling - Town Centre,Stirling,1019,537,4.12,6150,2,20,6246,2,15,6350,-0.36,4222,-1.82,6416,5.63,5780,10.75,4182,467,1973
S01006120,390,Stirling,Stirling - Town Centre,Stirling,882,651,18.04,3069,12,105,3179,10,60,3614,0,3221,0.03,3110,35.09,786,2.43,5958,1800,98
S01006121,390,Stirling,Stirling - Forthside,Stirling,576,404,30.69,1544,15,90,2370,20,85,1398,0.66,1506,0.68,1551,13.23,3993,17.38,3038,1578,141
S01006122,390,Stirling,Stirling - Cambusbarron and Carron Vall,Stirling,1111,681,9.6,4822,5,60,5108,6,45,4723,-0.69,5051,-0.98,5645,5.33,5838,42.76,872,271,3395
S01006123,390,Stirling,Stirling - Town Centre,Stirling,709,564,27.54,1815,16,115,2275,13,75,2636,0.14,2816,1.15,643,29.4,1166,3.65,5669,2242,55
S01006124,390,Stirling,Stirling - Town Centre,Stirling,670,494,39.32,957,24,160,1064,22,105,1188,0.76,1271,1.29,473,30.54,1067,4.98,5373,1176,311
S01006125,390,Stirling,Stirling - Forthside,Stirling,811,592,13.94,3856,10,80,3710,11,65,3152,-0.78,5265,0.15,2822,12.48,4203,19.61,2720,204,4087
S01006126,390,Stirling,Stirling - Town Centre,Stirling,669,537,26,1981,12,85,3021,14,75,2565,-0.16,3643,1.27,490,34.33,840,3.78,5644,2193,59
S01006127,390,Stirling,Stirling - Forthside,Stirling,685,541,7.92,5207,6,40,4836,5,30,5175,-0.83,5369,-0.12,3503,17.86,2752,4.27,5526,454,2053
S01006128,390,Stirling,Stirling - Town Centre,Stirling,741,633,16.4,3329,9,65,3919,9,55,3977,-0.26,3930,0.61,1718,46.67,424,1.94,6076,1063,407
S01006129,390,Stirling,Stirling - Strathendrick,Balfron,705,389,14.01,3839,11,75,3400,12,45,3017,-0.52,4648,-0.54,4636,13.82,3820,22.46,2368,235,3756
S01006130,390,Stirling,Stirling - Raploch,Stirling,504,345,52.56,419,25,125,972,28,100,496,1.18,555,2.42,3,28.16,1250,21.73,2457,349,2749
S01006131,390,Stirling,Stirling - Western Villages,Gargunnock,1008,584,9.06,4945,4,40,5608,5,35,5133,-0.58,4779,-1.1,5813,6.72,5574,53.23,561,165,4590
S01006132,390,Stirling,Stirling - Raploch,Stirling,713,398,74.01,63,41,290,86,47,190,21,1.57,223,1.64,178,22.11,1929,4.53,5467,927,565
S01006133,390,Stirling,Stirling - Western Villages,Kippen,608,343,7.33,5347,5,30,5089,6,15,5107,-0.69,5069,-1.1,5817,2.74,6306,31.06,1536,85,5621
S01006134,390,Stirling,Stirling - Forthside,Stirling,504,290,13.95,3852,9,45,3911,10,30,3622,-0.36,4208,0.1,2964,7.19,5490,22.4,2376,371,2584
S01006135,390,Stirling,Stirling - Raploch,Stirling,538,292,73.75,65,40,215,100,41,120,58,1.37,359,2.13,22,24.82,1606,7.97,4737,960,514
S01006136,390,Stirling,Stirling - Raploch,Stirling,877,530,73.37,69,39,340,118,34,180,194,2.27,19,2.36,4,28.72,1211,5.45,5275,719,974
S01006137,390,Stirling,Stirling - Wallace,Stirling,892,697,16.52,3311,13,115,2959,7,55,4357,-0.42,4380,0.74,1428,35.57,766,4.63,5450,592,1413
S01006138,390,Stirling,Stirling - Wallace,Stirling,630,398,6.72,5504,4,25,5559,5,20,5212,-0.32,4094,-0.75,5171,5.35,5834,18.62,2852,165,4591
S01006139,390,Stirling,Stirling - Wallace,Stirling,537,285,32.64,1381,19,100,1738,22,65,1122,0.15,2797,1.45,296,18.21,2680,7.13,4926,231,3809
S01006140,390,Stirling,Stirling - Logie,Stirling,915,570,8.57,5053,7,60,4557,5,30,5558,-1.18,5963,-0.34,4121,12.96,4072,32.2,1460,158,4665
S01006141,390,Stirling,Stirling - Wallace,Stirling,1766,1158,27.9,1780,15,260,2532,14,165,2413,0.82,1148,0.85,1195,19.44,2404,18.87,2817,1016,454
S01006142,390,Stirling,Stirling - Logie,Stirling,622,408,6.3,5611,4,25,5532,6,25,4956,-0.89,5473,-0.78,5233,2.89,6283,21.45,2497,150,4773
S01006143,390,Stirling,Stirling - Logie,Stirling,798,526,3.77,6228,4,30,5598,3,20,6034,-1.08,5810,-0.76,5192,4.88,5920,6.57,5061,260,3495
S01006144,390,Stirling,Stirling - Bridge of Allan,Stirling,1017,583,6.82,5466,5,45,5343,5,30,5124,-0.74,5180,-0.67,4986,5.49,5804,25.05,2078,71,5829
S01006145,390,Stirling,Stirling - Bridge of Allan,Stirling,1193,730,9.27,4901,9,110,3788,6,40,5067,-0.11,3514,-0.46,4439,13.59,3898,8.76,4570,78,5719
S01006146,390,Stirling,Stirling - Bridge of Allan,Stirling,895,526,2.74,6398,2,20,6257,2,10,6381,-1.56,6329,-1.48,6229,4.98,5899,19.74,2704,139,4913
S01006147,390,Stirling,Stirling - Bridge of Allan,Stirling,785,512,7.7,5249,8,65,4155,7,35,4516,-0.79,5304,-0.58,4750,18.08,2704,1.13,6258,171,4499
S01006148,390,Stirling,Stirling - Bridge of Allan,Stirling,787,430,12.77,4083,8,65,4123,8,35,4024,-0.13,3572,-0.3,3993,7.78,5368,30.5,1577,184,4340
S01006149,390,Stirling,Stirling - Teith Valley,Doune,1189,797,11.89,4282,7,90,4328,8,65,4180,-1.05,5764,-0.81,5307,10.16,4831,59.3,436,53,6069
S01006150,390,Stirling,Stirling - Highland,Aberfoyle,991,598,10.66,4574,6,65,4694,6,40,4760,-0.56,4729,-0.71,5092,7.96,5337,49.94,640,84,5649
S01006151,390,Stirling,Stirling - Logie,Stirling,2236,2096,6.7,5513,0,10,6500,0,5,6502,-2.46,6503,-0.54,4634,55.36,239,43.05,862,102,5414
S01006152,390,Stirling,Stirling - Bridge of Allan,Stirling,900,551,3.61,6255,1,10,6442,1,10,6461,-1.88,6460,-1.5,6244,2.66,6319,34.49,1311,69,5854
S01006153,390,Stirling,Stirling - Western Villages,Kippen,705,473,8.52,5063,3,20,6037,3,15,6232,-1.67,6389,-0.58,4742,15.03,3472,69.44,237,88,5593
S01006154,390,Stirling,Stirling - Dunblane West,Dunblane,716,409,3.52,6273,2,10,6392,3,10,6177,-2.08,6489,-1.57,6285,1.39,6450,30.62,1566,,6011
S01006155,390,Stirling,Stirling - Dunblane West,Dunblane,812,465,9.58,4824,9,70,4002,9,40,3797,-0.68,5038,-0.68,5007,14.73,3549,11.05,4112,115,5244
S01006156,390,Stirling,Stirling - Dunblane West,Dunblane,610,382,6.6,5533,6,40,4675,6,20,4782,-1.19,5971,-0.75,5182,10.24,4815,13.57,3673,119,5186
S01006157,390,Stirling,Stirling - Dunblane West,Dunblane,664,382,16.47,3321,13,85,2902,13,45,2850,0.33,2313,-0.47,4465,14.04,3740,5.84,5199,358,2670
S01006158,390,Stirling,Stirling - Dunblane West,Dunblane,912,500,5.59,5786,2,20,6167,3,15,6273,-1.38,6209,-1.78,6398,4.93,5908,50.65,622,79,5706
S01006159,390,Stirling,Stirling - Dunblane East,Dunblane,850,479,7.02,5424,6,50,4829,5,25,5241,-0.7,5086,-1.12,5838,8.98,5135,18.8,2824,305,3108
S01006160,390,Stirling,Stirling - Dunblane East,Dunblane,828,431,4.52,6049,2,15,6384,3,15,6001,-1.94,6471,-1.63,6315,2.08,6379,37.92,1113,112,5291
S01006161,390,Stirling,Stirling - Dunblane West,Dunblane,782,447,3.85,6206,3,25,6001,5,20,5276,-1.06,5785,-1.68,6341,1.73,6413,15.85,3276,80,5701
S01006162,390,Stirling,Stirling - Teith Valley,Doune,592,327,7.64,5260,6,35,4863,7,25,4388,-0.94,5586,-1.18,5911,3.54,6168,24.13,2173,122,5138
S01006163,390,Stirling,Stirling - Highland,Aberfoyle,878,538,12.89,4058,6,50,4932,6,35,4921,-1,5685,-0.44,4381,13.64,3886,73.31,177,283,3301
S01006164,390,Stirling,Stirling - Teith Valley,Doune,603,359,17.04,3222,13,80,2870,11,40,3268,-0.51,4611,-0.32,4048,16.75,3032,38.41,1088,359,2664
S01006165,390,Stirling,Stirling - Dunblane East,Dunblane,1088,662,8.11,5156,4,45,5486,4,25,5763,-0.62,4902,-0.49,4524,10.54,4745,43.18,856,,6339
S01006166,390,Stirling,Stirling - Dunblane West,Dunblane,959,575,5,5941,2,20,6267,3,20,6003,-1.34,6165,-1.6,6302,5.94,5728,39.67,1023,108,5341
