Data Zone,Local Authority Code,Police Force Area,SIMD Crime 2012 rank,SIMD Crime 2012 count,"SIMD Crimes per 10,000 total population",,Notes
S01003282,260,Strathclyde,2211,32,427,,
S01002620,250,Fife,2212,34,427,,
S01003488,260,Strathclyde,2213,41,427,,
S01006408,400,Lothian and Borders,2214,39,427,,
S01003944,270,Northern,2215,26,427,,
S01000628,120,Tayside,2216,28,426,,
S01005529,370,Strathclyde,2217,40,426,,
S01005163,350,Strathclyde,2218,26,426,,
S01002181,230,Lothian and Borders,2219,33,426,,
S01000735,130,Strathclyde,2220,19,426,,
S01004598,320,Strathclyde,2221,27,426,,
S01004384,310,Strathclyde,2222,25,426,,
S01001391,190,Strathclyde,2223,31,426,,
S01001355,190,Strathclyde,2224,30,425,,
S01001585,210,Lothian and Borders,2225,40,425,,
S01003142,260,Strathclyde,2226,35,424,,
S01004908,320,Strathclyde,2227,26,424,,
S01005656,370,Strathclyde,2228,28,424,,
S01006108,390,Central,2229,37,424,,
S01001591,210,Lothian and Borders,2230,26,424,,
S01003230,260,Strathclyde,2231,39,424,,
S01004868,320,Strathclyde,2232,29,423,,
S01000224,100,Grampian,2233,36,423,,
S01004360,310,Strathclyde,2234,26,423,,
S01006375,400,Lothian and Borders,2235,32,423,,
S01005760,380,Strathclyde,2236,25,422,,
S01006051,380,Strathclyde,2237,35,422,,
S01005231,350,Strathclyde,2238,32,422,,
S01003533,260,Strathclyde,2239,29,422,,
S01002918,250,Fife,2240,32,422,,
S01005633,370,Strathclyde,2241,29,421,,
S01006496,400,Lothian and Borders,2242,41,421,,
S01004328,300,Grampian,2243,25,421,,
S01002737,250,Fife,2244,31,421,,
S01000120,100,Grampian,2245,22,421,,
S01000857,150,Central,2246,27,421,,
S01001973,230,Lothian and Borders,2247,25,421,,
S01000523,110,Grampian,2248,34,420,,
S01002770,250,Fife,2249,22,420,,
S01003606,260,Strathclyde,2250,34,420,,
S01002426,240,Central,2251,28,420,,
S01002180,230,Lothian and Borders,2252,25,420,,
S01002080,230,Lothian and Borders,2253,38,419,,
S01005607,370,Strathclyde,2254,25,419,,
S01003854,270,Northern,2255,25,419,,
S01001895,230,Lothian and Borders,2256,35,419,,
S01002120,230,Lothian and Borders,2257,31,419,,
S01000866,150,Central,2258,34,419,,
S01003766,270,Northern,2259,28,418,,
S01005737,380,Strathclyde,2260,36,418,,
S01005488,355,Lothian and Borders,2261,31,418,,
S01005799,380,Strathclyde,2262,30,418,,
S01005962,380,Strathclyde,2263,19,417,,
S01001747,220,Strathclyde,2264,34,417,,
S01005730,380,Strathclyde,2265,29,417,,
S01003161,260,Strathclyde,2266,25,417,,
S01002915,250,Fife,2267,40,417,,
S01004076,280,Strathclyde,2268,27,417,,
S01005234,350,Strathclyde,2269,53,417,,
S01001637,210,Lothian and Borders,2270,29,417,,
S01005968,380,Strathclyde,2271,50,417,,
S01005832,380,Strathclyde,2272,29,416,,
S01004730,320,Strathclyde,2273,54,416,,
S01001536,200,Strathclyde,2274,32,416,,
S01000169,100,Grampian,2275,31,416,,
S01001524,200,Strathclyde,2276,38,416,,
S01002323,230,Lothian and Borders,2277,31,416,,
S01000699,120,Tayside,2278,24,415,,
S01005534,370,Strathclyde,2279,25,415,,
S01000771,130,Strathclyde,2280,37,415,,
S01004295,300,Grampian,2281,32,415,,
S01005368,355,Lothian and Borders,2282,26,415,,
S01002731,250,Fife,2283,32,415,,
S01002835,250,Fife,2284,29,414,,
S01003065,260,Strathclyde,2285,41,414,,
S01002792,250,Fife,2286,72,414,,
S01003294,260,Strathclyde,2287,31,414,,
S01002355,235,Northern,2288,32,413,,
S01006094,390,Central,2289,34,413,,
S01005688,380,Strathclyde,2290,37,413,,
S01003884,270,Northern,2291,30,413,,
S01001982,230,Lothian and Borders,2292,16,413,,
S01006307,400,Lothian and Borders,2293,37,413,,
S01006403,400,Lothian and Borders,2294,36,413,,
S01004054,280,Strathclyde,2295,37,413,,
S01002274,230,Lothian and Borders,2296,54,413,,
S01004346,300,Grampian,2297,19,412,,
S01004757,320,Strathclyde,2298,35,412,,
S01003114,260,Strathclyde,2299,33,412,,
S01001584,210,Lothian and Borders,2300,33,412,,
S01002434,240,Central,2301,33,412,,
S01002705,250,Fife,2302,27,412,,
S01000757,130,Strathclyde,2303,36,412,,
S01000715,130,Strathclyde,2304,25,411,,
S01002732,250,Fife,2305,26,411,,
S01004631,320,Strathclyde,2306,28,411,,
S01003677,260,Strathclyde,2307,28,411,,
S01004178,290,Lothian and Borders,2308,25,411,,
S01005848,380,Strathclyde,2309,23,411,,
S01000154,100,Grampian,2310,21,411,,
S01000585,120,Tayside,2311,45,411,,
S01003729,270,Northern,2312,30,411,,
S01003138,260,Strathclyde,2313,52,411,,
S01004674,320,Strathclyde,2314,31,411,,
S01006427,400,Lothian and Borders,2315,33,411,,
S01001259,180,Tayside,2316,34,410,,
S01006440,400,Lothian and Borders,2317,30,410,,
S01004753,320,Strathclyde,2318,29,410,,
S01003559,260,Strathclyde,2319,46,410,,
S01004210,290,Lothian and Borders,2320,26,410,,
S01003139,260,Strathclyde,2321,45,410,,
S01001607,210,Lothian and Borders,2322,83,410,,
S01005603,370,Strathclyde,2323,34,410,,
S01004644,320,Strathclyde,2324,30,409,,
S01002827,250,Fife,2325,27,409,,
S01003573,260,Strathclyde,2326,36,409,,
S01000460,110,Grampian,2327,29,409,,
S01001041,170,Dumfries & Galloway,2328,22,409,,
S01003072,260,Strathclyde,2329,43,409,,
S01002798,250,Fife,2330,25,409,,
S01001196,180,Tayside,2331,36,408,,
S01002127,230,Lothian and Borders,2332,29,408,,
S01004852,320,Strathclyde,2333,28,408,,
S01003361,260,Strathclyde,2334,29,408,,
S01003113,260,Strathclyde,2335,30,408,,
S01000552,110,Grampian,2336,21,407,,
S01006009,380,Strathclyde,2337,22,407,,
S01004280,300,Grampian,2338,36,407,,
S01000613,120,Tayside,2339,38,407,,
S01006201,395,Strathclyde,2340,38,407,,
S01002911,250,Fife,2341,33,407,,
S01002545,240,Central,2342,31,406,,
S01002079,230,Lothian and Borders,2343,40,406,,
S01005171,350,Strathclyde,2344,37,406,,
S01003315,260,Strathclyde,2345,27,406,,
S01001560,210,Lothian and Borders,2346,51,406,,
S01004559,320,Strathclyde,2347,37,405,,
S01002252,230,Lothian and Borders,2348,28,405,,
S01006035,380,Strathclyde,2349,34,405,,
S01004193,290,Lothian and Borders,2350,26,405,,
S01000561,110,Grampian,2351,42,405,,
S01003371,260,Strathclyde,2352,33,405,,
S01004279,300,Grampian,2353,36,405,,
S01004882,320,Strathclyde,2354,20,405,,
S01005698,380,Strathclyde,2355,26,404,,
S01002213,230,Lothian and Borders,2356,32,404,,
S01000265,100,Grampian,2357,28,404,,
S01000292,110,Grampian,2358,39,404,,
S01000924,170,Dumfries & Galloway,2359,30,404,,
S01005806,380,Strathclyde,2360,30,404,,
S01004006,270,Northern,2361,22,404,,
S01003259,260,Strathclyde,2362,48,404,,
S01004196,290,Lothian and Borders,2363,23,404,,
S01005974,380,Strathclyde,2364,29,404,,
S01001868,230,Lothian and Borders,2365,29,403,,
S01004362,310,Strathclyde,2366,23,403,,
S01005026,340,Tayside,2367,29,403,,
S01004651,320,Strathclyde,2368,34,402,,
S01003086,260,Strathclyde,2369,29,402,,
S01004585,320,Strathclyde,2370,24,402,,
S01001015,170,Dumfries & Galloway,2371,24,402,,
S01002440,240,Central,2372,34,402,,
S01005750,380,Strathclyde,2373,30,402,,
S01000907,170,Dumfries & Galloway,2374,28,402,,
S01006191,395,Strathclyde,2375,24,401,,
S01003117,260,Strathclyde,2376,29,401,,
S01003651,260,Strathclyde,2377,31,401,,
S01003714,260,Strathclyde,2378,27,401,,
S01006002,380,Strathclyde,2379,21,400,,
S01000463,110,Grampian,2380,26,400,,
S01002039,230,Lothian and Borders,2381,23,400,,
S01002288,230,Lothian and Borders,2382,50,400,,
S01002896,250,Fife,2383,27,400,,
S01003077,260,Strathclyde,2384,42,400,,
S01000686,120,Tayside,2385,29,400,,
S01004710,320,Strathclyde,2386,36,400,,
S01005775,380,Strathclyde,2387,30,400,,
S01003343,260,Strathclyde,2388,24,400,,
S01003899,270,Northern,2389,31,399,,
S01004354,310,Strathclyde,2390,26,399,,
S01005632,370,Strathclyde,2391,19,399,,
S01000481,110,Grampian,2392,73,399,,
S01004083,280,Strathclyde,2393,32,398,,
S01006270,395,Strathclyde,2394,33,398,,
S01002801,250,Fife,2395,32,398,,
S01003244,260,Strathclyde,2396,38,398,,
S01000592,120,Tayside,2397,32,398,,
S01001288,190,Strathclyde,2398,36,398,,
S01000475,110,Grampian,2399,31,398,,
S01003370,260,Strathclyde,2400,33,398,,
S01001900,230,Lothian and Borders,2401,30,397,,
S01003400,260,Strathclyde,2402,27,397,,
S01002679,250,Fife,2403,37,397,,
S01005833,380,Strathclyde,2404,25,396,,
S01004937,320,Strathclyde,2405,22,396,,
S01005162,350,Strathclyde,2406,36,396,,
S01004419,310,Strathclyde,2407,31,396,,
S01001400,190,Strathclyde,2408,35,395,,
S01002791,250,Fife,2409,27,395,,
S01006433,400,Lothian and Borders,2410,25,394,,
S01005857,380,Strathclyde,2411,26,394,,
S01000823,130,Strathclyde,2412,21,394,,
S01004292,300,Grampian,2413,34,394,,
S01006105,390,Central,2414,34,394,,
S01005810,380,Strathclyde,2415,19,393,,
S01001146,180,Tayside,2416,32,393,,
S01001111,180,Tayside,2417,34,393,,
S01006311,400,Lothian and Borders,2418,29,393,,
S01001118,180,Tayside,2419,21,393,,
S01004251,300,Grampian,2420,33,393,,
S01000502,110,Grampian,2421,23,393,,
S01001020,170,Dumfries & Galloway,2422,16,393,,
S01004434,310,Strathclyde,2423,32,393,,
S01006483,400,Lothian and Borders,2424,35,393,,
S01002747,250,Fife,2425,23,393,,
S01001615,210,Lothian and Borders,2426,30,393,,
S01002414,240,Central,2427,23,392,,
S01002240,230,Lothian and Borders,2428,39,392,,
S01005945,380,Strathclyde,2429,31,392,,
S01005267,350,Strathclyde,2430,38,392,,
S01001131,180,Tayside,2431,19,392,,
S01004153,290,Lothian and Borders,2432,29,392,,
S01003163,260,Strathclyde,2433,27,392,,
S01005276,350,Strathclyde,2434,25,392,,
S01002286,230,Lothian and Borders,2435,31,392,,
S01001244,180,Tayside,2436,30,392,,
S01004935,320,Strathclyde,2437,29,392,,
S01003724,270,Northern,2438,33,391,,
S01001306,190,Strathclyde,2439,26,391,,
S01004049,280,Strathclyde,2440,43,391,,
S01002723,250,Fife,2441,27,391,,
S01003923,270,Northern,2442,29,391,,
S01002563,240,Central,2443,37,391,,
S01001991,230,Lothian and Borders,2444,29,391,,
S01004114,280,Strathclyde,2445,27,391,,
S01005220,350,Strathclyde,2446,24,391,,
S01001806,230,Lothian and Borders,2447,23,390,,
S01001465,200,Strathclyde,2448,26,390,,
S01003108,260,Strathclyde,2449,29,390,,
S01005639,370,Strathclyde,2450,29,390,,
S01000140,100,Grampian,2451,32,390,,
S01001638,210,Lothian and Borders,2452,34,390,,
S01005342,350,Strathclyde,2453,28,389,,
S01005816,380,Strathclyde,2454,40,389,,
S01004344,300,Grampian,2455,28,389,,
S01004271,300,Grampian,2456,22,389,,
S01002292,230,Lothian and Borders,2457,42,389,,
S01004348,300,Grampian,2458,22,389,,
S01001639,210,Lothian and Borders,2459,26,389,,
S01003664,260,Strathclyde,2460,21,389,,
S01003538,260,Strathclyde,2461,25,388,,
S01002377,240,Central,2462,29,388,,
S01000132,100,Grampian,2463,27,388,,
S01006471,400,Lothian and Borders,2464,33,387,,
S01002255,230,Lothian and Borders,2465,63,387,,
S01002849,250,Fife,2466,37,387,,
S01006415,400,Lothian and Borders,2467,32,387,,
S01004197,290,Lothian and Borders,2468,26,387,,
S01001272,190,Strathclyde,2469,26,387,,
S01004720,320,Strathclyde,2470,31,387,,
S01004220,290,Lothian and Borders,2471,34,386,,
S01001096,180,Tayside,2472,41,386,,
S01002249,230,Lothian and Borders,2473,37,386,,
S01005871,380,Strathclyde,2474,30,385,,
S01003310,260,Strathclyde,2475,28,385,,
S01000372,110,Grampian,2476,36,385,,
S01006247,395,Strathclyde,2477,31,385,,
S01002221,230,Lothian and Borders,2478,39,385,,
S01003345,260,Strathclyde,2479,35,385,,
S01005217,350,Strathclyde,2480,42,384,,
S01001082,170,Dumfries & Galloway,2481,36,384,,
S01006024,380,Strathclyde,2482,29,384,,
S01006342,400,Lothian and Borders,2483,26,384,,
S01006001,380,Strathclyde,2484,31,384,,
S01002834,250,Fife,2485,31,384,,
S01002923,250,Fife,2486,24,384,,
S01003679,260,Strathclyde,2487,39,384,,
S01004762,320,Strathclyde,2488,26,384,,
S01005975,380,Strathclyde,2489,25,384,,
S01002385,240,Central,2490,30,383,,
S01004464,310,Strathclyde,2491,32,383,,
S01005424,355,Lothian and Borders,2492,36,383,,
S01002189,230,Lothian and Borders,2493,26,383,,
S01002170,230,Lothian and Borders,2494,33,383,,
S01000494,110,Grampian,2495,20,383,,
S01001280,190,Strathclyde,2496,20,383,,
S01001908,230,Lothian and Borders,2497,37,383,,
S01002418,240,Central,2498,32,383,,
S01002264,230,Lothian and Borders,2499,31,383,,
S01002159,230,Lothian and Borders,2500,28,382,,
S01004737,320,Strathclyde,2501,25,382,,
S01001493,200,Strathclyde,2502,29,382,,
S01005160,350,Strathclyde,2503,37,382,,
S01001649,210,Lothian and Borders,2504,27,382,,
S01002841,250,Fife,2505,44,382,,
S01005814,380,Strathclyde,2506,28,381,,
S01004333,300,Grampian,2507,19,381,,
S01004269,300,Grampian,2508,28,381,,
S01001201,180,Tayside,2509,23,381,,
S01000032,100,Grampian,2510,37,381,,
S01006200,395,Strathclyde,2511,33,380,,
S01003030,260,Strathclyde,2512,44,380,,
S01003182,260,Strathclyde,2513,31,380,,
S01000158,100,Grampian,2514,33,380,,
S01004250,300,Grampian,2515,36,380,,
S01003633,260,Strathclyde,2516,46,380,,
S01002944,250,Fife,2517,41,380,,
S01002816,250,Fife,2518,24,380,,
S01003094,260,Strathclyde,2519,37,380,,
S01003128,260,Strathclyde,2520,25,380,,
S01003681,260,Strathclyde,2521,24,380,,
S01002648,250,Fife,2522,38,380,,
S01003106,260,Strathclyde,2523,28,379,,
S01001429,200,Strathclyde,2524,23,379,,
S01004692,320,Strathclyde,2525,24,379,,
S01006425,400,Lothian and Borders,2526,49,379,,
S01003547,260,Strathclyde,2527,28,378,,
S01002871,250,Fife,2528,22,378,,
S01004547,320,Strathclyde,2529,33,378,,
S01006351,400,Lothian and Borders,2530,48,378,,
S01003657,260,Strathclyde,2531,32,378,,
S01003927,270,Northern,2532,25,377,,
S01004746,320,Strathclyde,2533,26,377,,
S01005800,380,Strathclyde,2534,25,377,,
S01004685,320,Strathclyde,2535,19,377,,
S01004642,320,Strathclyde,2536,31,377,,
S01000026,100,Grampian,2537,30,377,,
S01003427,260,Strathclyde,2538,34,377,,
S01005078,340,Tayside,2539,25,377,,
S01002379,240,Central,2540,39,377,,
S01004531,320,Strathclyde,2541,38,377,,
S01002058,230,Lothian and Borders,2542,35,377,,
S01004788,320,Strathclyde,2543,27,376,,
S01004933,320,Strathclyde,2544,33,376,,
S01006261,395,Strathclyde,2545,30,376,,
S01004267,300,Grampian,2546,18,376,,
S01002763,250,Fife,2547,32,376,,
S01004504,310,Strathclyde,2548,25,376,,
S01001650,210,Lothian and Borders,2549,37,376,,
S01003823,270,Northern,2550,35,376,,
S01005548,370,Strathclyde,2551,46,376,,
S01004479,310,Strathclyde,2552,28,376,,
S01004278,300,Grampian,2553,34,375,,
S01000162,100,Grampian,2554,33,375,,
S01001753,220,Strathclyde,2555,28,375,,
S01001862,230,Lothian and Borders,2556,29,375,,
S01001206,180,Tayside,2557,27,375,,
S01003885,270,Northern,2558,24,374,,
S01001773,220,Strathclyde,2559,36,374,,
S01006208,395,Strathclyde,2560,25,373,,
S01000863,150,Central,2561,20,373,,
S01001127,180,Tayside,2562,32,373,,
S01002160,230,Lothian and Borders,2563,32,373,,
S01006474,400,Lothian and Borders,2564,27,373,,
S01002785,250,Fife,2565,28,373,,
S01005985,380,Strathclyde,2566,28,373,,
S01002593,250,Fife,2567,28,373,,
S01005289,350,Strathclyde,2568,33,372,,
S01004686,320,Strathclyde,2569,27,372,,
S01000240,100,Grampian,2570,23,372,,
S01005348,350,Strathclyde,2571,35,372,,
S01000605,120,Tayside,2572,31,372,,
S01001059,170,Dumfries & Galloway,2573,23,372,,
S01004671,320,Strathclyde,2574,31,372,,
S01003089,260,Strathclyde,2575,25,372,,
S01004169,290,Lothian and Borders,2576,25,372,,
S01004357,310,Strathclyde,2577,32,372,,
S01004373,310,Strathclyde,2578,23,372,,
S01001631,210,Lothian and Borders,2579,54,372,,
S01001760,220,Strathclyde,2580,25,372,,
S01003836,270,Northern,2581,21,371,,
S01002931,250,Fife,2582,36,371,,
S01002023,230,Lothian and Borders,2583,30,371,,
S01006134,390,Central,2584,19,371,,
S01000096,100,Grampian,2585,26,371,,
S01002027,230,Lothian and Borders,2586,40,371,,
S01005159,350,Strathclyde,2587,31,371,,
S01003678,260,Strathclyde,2588,26,371,,
S01004881,320,Strathclyde,2589,29,371,,
S01004476,310,Strathclyde,2590,26,370,,
S01001107,180,Tayside,2591,33,370,,
S01000164,100,Grampian,2592,30,370,,
S01004163,290,Lothian and Borders,2593,26,370,,
S01005778,380,Strathclyde,2594,26,369,,
S01002460,240,Central,2595,28,369,,
S01002547,240,Central,2596,33,369,,
S01001514,200,Strathclyde,2597,28,369,,
S01005416,355,Lothian and Borders,2598,33,369,,
S01006008,380,Strathclyde,2599,26,369,,
S01001031,170,Dumfries & Galloway,2600,32,369,,
S01004445,310,Strathclyde,2601,34,369,,
S01004055,280,Strathclyde,2602,20,368,,
S01002615,250,Fife,2603,19,368,,
S01000080,100,Grampian,2604,28,368,,
S01002006,230,Lothian and Borders,2605,36,368,,
S01002298,230,Lothian and Borders,2606,27,368,,
S01004734,320,Strathclyde,2607,18,367,,
S01004152,290,Lothian and Borders,2608,26,367,,
S01001869,230,Lothian and Borders,2609,29,367,,
S01000223,100,Grampian,2610,20,366,,
S01005676,380,Strathclyde,2611,29,366,,
S01000042,100,Grampian,2612,29,366,,
S01000868,150,Central,2613,26,366,,
S01000191,100,Grampian,2614,38,366,,
S01002824,250,Fife,2615,29,366,,
S01003583,260,Strathclyde,2616,20,366,,
S01004024,280,Strathclyde,2617,38,365,,
S01002700,250,Fife,2618,31,365,,
S01003423,260,Strathclyde,2619,29,365,,
S01004623,320,Strathclyde,2620,35,365,,
S01005677,380,Strathclyde,2621,31,365,,
S01005834,380,Strathclyde,2622,24,365,,
S01004915,320,Strathclyde,2623,25,365,,
S01003524,260,Strathclyde,2624,38,365,,
S01005212,350,Strathclyde,2625,20,365,,
S01004875,320,Strathclyde,2626,23,364,,
S01004308,300,Grampian,2627,32,364,,
S01002176,230,Lothian and Borders,2628,28,364,,
S01003658,260,Strathclyde,2629,35,364,,
S01000206,100,Grampian,2630,23,364,,
S01002344,235,Northern,2631,17,364,,
S01001651,210,Lothian and Borders,2632,32,364,,
S01006310,400,Lothian and Borders,2633,30,364,,
S01004217,290,Lothian and Borders,2634,19,363,,
S01000921,170,Dumfries & Galloway,2635,24,363,,
S01000139,100,Grampian,2636,28,363,,
S01004322,300,Grampian,2637,33,363,,
S01003458,260,Strathclyde,2638,42,363,,
S01006387,400,Lothian and Borders,2639,31,363,,
S01005725,380,Strathclyde,2640,25,363,,
S01003722,270,Northern,2641,29,362,,
S01003453,260,Strathclyde,2642,49,362,,
S01006484,400,Lothian and Borders,2643,26,362,,
S01006072,390,Central,2644,23,362,,
S01000712,130,Strathclyde,2645,21,362,,
S01002445,240,Central,2646,30,361,,
S01002935,250,Fife,2647,33,361,,
S01001333,190,Strathclyde,2648,26,361,,
S01005504,360,Northern,2649,22,361,,
S01006453,400,Lothian and Borders,2650,33,361,,
S01005906,380,Strathclyde,2651,29,361,,
S01002746,250,Fife,2652,29,361,,
S01000186,100,Grampian,2653,30,360,,
S01002863,250,Fife,2654,28,360,,
S01004752,320,Strathclyde,2655,30,360,,
S01000745,130,Strathclyde,2656,26,360,,
S01005686,380,Strathclyde,2657,29,360,,
S01000977,170,Dumfries & Galloway,2658,32,360,,
S01001872,230,Lothian and Borders,2659,33,360,,
S01003556,260,Strathclyde,2660,30,359,,
S01001412,190,Strathclyde,2661,31,359,,
S01005376,355,Lothian and Borders,2662,31,359,,
S01001919,230,Lothian and Borders,2663,30,359,,
S01006164,390,Central,2664,22,359,,
S01004718,320,Strathclyde,2665,31,359,,
S01001960,230,Lothian and Borders,2666,33,359,,
S01004985,340,Tayside,2667,30,359,,
S01003231,260,Strathclyde,2668,30,359,,
S01002184,230,Lothian and Borders,2669,28,358,,
S01006157,390,Central,2670,24,358,,
S01003120,260,Strathclyde,2671,49,358,,
S01001323,190,Strathclyde,2672,23,358,,
S01000115,100,Grampian,2673,30,358,,
S01004601,320,Strathclyde,2674,32,358,,
S01002254,230,Lothian and Borders,2675,35,358,,
S01001104,180,Tayside,2676,28,358,,
S01003291,260,Strathclyde,2677,27,358,,
S01000884,150,Central,2678,22,358,,
S01003193,260,Strathclyde,2679,48,358,,
S01003051,260,Strathclyde,2680,41,358,,
S01001502,200,Strathclyde,2681,30,357,,
S01004389,310,Strathclyde,2682,21,357,,
S01006188,395,Strathclyde,2683,27,357,,
S01002518,240,Central,2684,38,357,,
S01001332,190,Strathclyde,2685,31,357,,
S01004564,320,Strathclyde,2686,21,357,,
S01004221,290,Lothian and Borders,2687,29,357,,
S01001351,190,Strathclyde,2688,19,357,,
S01000981,170,Dumfries & Galloway,2689,23,357,,
S01000687,120,Tayside,2690,29,357,,
S01005953,380,Strathclyde,2691,44,357,,
S01005904,380,Strathclyde,2692,31,357,,
S01005574,370,Strathclyde,2693,29,357,,
S01004643,320,Strathclyde,2694,20,356,,
S01002406,240,Central,2695,30,356,,
S01002199,230,Lothian and Borders,2696,32,356,,
S01005704,380,Strathclyde,2697,22,356,,
S01004755,320,Strathclyde,2698,24,355,,
S01001953,230,Lothian and Borders,2699,34,355,,
S01000166,100,Grampian,2700,52,355,,
S01006204,395,Strathclyde,2701,32,355,,
S01005399,355,Lothian and Borders,2702,32,355,,
S01004664,320,Strathclyde,2703,23,355,,
S01002420,240,Central,2704,23,355,,
S01002561,240,Central,2705,25,355,,
S01000655,120,Tayside,2706,26,355,,
S01005916,380,Strathclyde,2707,28,354,,
S01000772,130,Strathclyde,2708,23,354,,
S01005788,380,Strathclyde,2709,20,354,,
S01003918,270,Northern,2710,31,354,,
S01005050,340,Tayside,2711,30,354,,
S01003574,260,Strathclyde,2712,35,354,,
